cp,artist,song,section
VII-iv-V-VI,the raconteurs,together,verse
VII-iv-V-VI,corona,rhythm of the night,chorus
III-VII-i-VI-III,adele,someone like you,chorus
III-VII-i-VI-III,avril lavigne,girlfriend,chorus
III-VII-i-VI-III,bruno mars,grenade,chorus
III-VII-i-VI-III,carly rae jepsen,call me maybe,chorus
III-VII-i-VI-III,carrie underwood,so small,chorus
III-VII-i-VI-III,carrie underwood,so small,verse
III-VII-i-VI-III,cascada,every time we touch,verse
III-VII-i-VI-III,cheryl cole,parachute,verse
III-VII-i-VI-III,jason mraz,i'm yours,verse
III-VII-i-VI-III,kelly clarkson,already gone,verse
III-VII-i-VI-III,lady gaga,the edge of glory,chorus
III-VII-i-VI-III,maroon 5,she will be loved,chorus
III-VII-i-VI-III,matchbox 20,real world,verse
III-VII-i-VI-III,mumford and sons,the cave,chorus
III-VII-i-VI-III,nofx,please play this song on the radio,chorus
III-VII-i-VI-III,of monsters and men,little talks,chorus
III-VII-i-VI-III,old crow medicine show,wagon wheel,verse
III-VII-i-VI-III,pink,u and ur hand,chorus
III-VII-i-VI-III,rihanna,love the way you lie part 2,verse
III-VII-i-VI-III,snow patrol,run,chorus
III-VII-i-VI-III,taylor swift,i knew you were trouble,verse
III-VII-i-VI-III,the lonely island,jack sparrow,chorus
III-VII-i-VI-III,tim mcgraw,it's your love,verse
III-VII-i-VI-III,tim mcgraw,where the green grass grows,verse
III-VII-i-VI-III,train,hey soul sister,verse
III-VII-i-VI-III,avicii - ezon remix ,all you need is love,chorus
III-VII-i-VI-III,avril lavigne,complicated,chorus
III-VII-i-VI-III,green day,21 guns,verse
III-VII-i-VI-III,green day,boulevard of broken dreams,chorus
III-VII-i-VI-III,green day,holiday,chorus
III-VII-i-VI-III,green day,holiday,verse
III-VII-i-VI-III,linkin park,numb,chorus
III-VII-i-VI-III,michel telo,ai se eu te pego,chorus
III-VII-i-VI-III,red hot chili peppers,snow -hey oh-,chorus
III-VII-i-VI-III,sum 41,confusion and frustration in modern times,chorus
III-VII-i-VI-III,sum 41,walking disaster,chorus
III-VII-i-VI-III,lady gaga,paparazzi,chorus
III-VII-i-VI-III,linkin park,castle of glass,chorus
III-VII-i-VI-III,roxette,listen to your heart,chorus
III-VII-i-VI-III,lady gaga,alejandro,chorus
III-VII-i-VI-III,toto,africa,chorus
III-VII-i-VI-III,the avett brothers,life,verse
III-VII-i-VI-III,deep blue something,breakfast at tiffany's,chorus
III-VII-i-VI-III,rome,seasons,chorus
III-VII-i-VI-III,rio,living in stereo,chorus
III-VII-i-VI-III,britney spears,born to make you happy,chorus
III-VII-i-VI-III,axis of awesome,four chord songs,chorus
III-VII-i-VI-III,passion pit,take a walk,chorus
III-VII-i-VI-III,passenger,let her go,chorus
III-VII-i-VI-III,charles jenkins,awesome,verse
III-VII-i-VI-III,blink 182,what's my age again,verse
III-VII-i-VI-III,blink 182,what's my age again,chorus
III-VII-i-VI-III,red hot chili peppers,otherside,chorus
III-VII-i-VI-III,armin van buuren,this is what it feels like,verse
III-VII-i-VI-III,armin van buuren,this is what it feels like,chorus
III-VII-i-VI-III,demi lovato,heart attack,verse
III-VII-i-VI-III,florida georgia line,get your shine on,chorus
III-VII-i-VI-III,basshunter,all i ever wanted,verse
III-VII-i-VI-III,imogen heap,hide and seek,verse
III-VII-i-VI-III,iyaz,replay,chorus
III-VII-i-VI-III,kelly clarkson,behind these hazel eyes,chorus
III-VII-i-VI-III,the veronicas,everything i'm not,chorus
III-VII-i-VI-III,the veronicas,4ever,chorus
III-VII-i-VI-III,asher roth,i love college,chorus
III-VII-i-VI-III,john mayer,waiting on the world to change,chorus
III-VII-i-VI-III,shania twain,that don't impress me much,chorus
III-VII-i-VI-III,miley cyrus,wrecking ball,chorus
III-VII-i-VI-III,patent pending,hey mario,chorus
III-VII-i-VI-III,chris tomlin,our god,chorus
III-VII-i-VI-III,steve winwood,higher love,chorus
III-VII-i-VI-III,danny mccarthy,silver scrapes,verse
III-VII-i-VI-III,nigahiga,nice guys,chorus
III-VII-i-VI-III,katy perry,unconditionally,verse
III-VII-i-VI-III,josh groban,you raise me up,chorus
III-VII-i-VI-III,the offspring,you're gonna go far kid,verse
III-VII-i-VI-III,bruce dickinson,tears of the dragon,chorus
III-VII-i-VI-III,manowar,master of the wind,chorus
III-VII-i-VI-III,iron maiden,blood brothers,chorus
III-VII-i-VI-III,bob dylan,don't think twice it's alright,chorus
III-VII-i-VI-III,luke bryan,crash my party,verse
III-VII-i-VI-III,pegboard nerds,self destruct,chorus
III-VII-i-VI-III,the wanted,we own the night,chorus
III-VII-i-VI-III,the sing team,satisfied in you,chorus
III-VII-i-VI-III,alex lloyd,amazing,chorus
III-VII-i-VI-III,natalie imbruglia,torn,chorus
III-VII-i-VI-III,jimi hendrix,bold as love,chorus
III-VII-i-VI-III,enya,may it be,verse
III-VII-i-VI-III,klingande,punga,verse
III-VII-i-VI-III,scorpions,still loving you,chorus
III-VII-i-VI-III,idina menzel,let it go,chorus
III-VII-i-VI-III,unite,ai -'ation-,chorus
III-VII-i-VI-III,adel tawil,lieder,verse
III-VII-i-VI-III,paris hilton,nothing in this world,chorus
III-VII-i-VI-III,miriam bryant,push play,chorus
III-VII-i-VI-III,john denver,take me home - country roads,chorus
III-VII-i-VI-III,john denver,take me home - country roads,chorus
III-VII-i-VI-III,brad paisley and alison krauss,whiskey lullaby,chorus
III-VII-i-VI-III,alligatoah,willst du,chorus
III-VII-i-VI-III,zedd-ft-foxes,clarity vicetone remix ,chorus
III-VII-i-VI-III,bonnie mckee,american girl,verse
III-VII-i-VI-III,gary allan,smoke rings in the dark,chorus
III-VII-i-VI-III,flo rida,whistle,chorus
III-VII-i-VI-III,yb,flying butterfly,chorus
III-VII-i-VI-III,the offspring,self esteem,verse
III-VII-i-VI-III,sanna nielsen,undo,chorus
III-VII-i-VI-III,daddy yankee,limbo,chorus
III-VII-i-VI-III,tiesto,red lights,chorus
III-VII-i-VI-III,the script,hall of fame,chorus
III-VII-i-VI-III,the all-american rejects,dirty little secret,verse
III-VII-i-VI-III,florida georgia line,cruise,chorus
III-VII-i-VI-III,red hot chili peppers,under the bridge,verse
III-VII-i-VI-III,all levels at once,phoenix,chorus
III-VII-i-VI-III,fergie,big girls don't cry,chorus
III-VII-i-VI-III,austra,painful like,chorus
III-VII-i-VI-III,scott mckenzie,san francisco,chorus
III-VII-i-VI-III,alexandra stan,get back asap,chorus
III-VII-i-VI-III,black eyed peas,where is the love,chorus
III-VII-i-VI-III,shakira,whenever wherever,chorus
III-VII-i-VI-III,michael walthius,dreaming in stereo - under the moon,chorus
III-VII-i-VI-III,les friction,what you need,chorus
III-VII-i-VI-III,olly murs ,dear darlin,chorus
III-VII-i-VI-III,olly murs ,dear darlin,chorus
III-VII-i-VI-III,fall out boy,young volcanoes,verse
III-VII-i-VI-III,enrique ft descemer bueno gente de zona,bailando espanol,chorus
III-VII-i-VI-III,kors-k--dj-command,smooooch---akiba-kobo-remix-,chorus
III-VII-i-VI-III,neo cortex,elements 2004,chorus
III-VII-i-VI-III,neo cortex,elements,chorus
III-VII-i-VI-III,neo cortex,elements,verse
III-VII-i-VI-III,technikal and nathalie ,big sky,chorus
III-VII-i-VI-III,lana del rey,old money,verse
III-VII-i-VI-III,john mayer,half of my heart,chorus
III-VII-i-VI-III,eric whitacre,a boy and a girl,chorus
III-VII-i-VI-III,afi,girl's not grey,chorus
III-VII-i-VI-III,one republic,stop and stare,chorus
III-VII-i-VI-III,green day,x-kid,chorus
III-VII-i-VI-III,chelsea ward,that's falling in love,verse
III-VII-i-VI-III,paul mccartney,meat free monday,verse
III-VII-i-VI-III,a great big world,say something,chorus
III-VII-i-VI-III,roomie,how to make a number one song without talent,chorus
III-VII-i-VI-III,avicii,the days,chorus
III-VII-i-VI-III,avicii,the days,chorus
III-VII-i-VI-III,3oh3,don't trust me,chorus
III-VII-i-VI-III,fountains of wayne,stacy's mum,chorus
III-VII-i-VI-III,the calling,wherever you will go,chorus
III-VII-i-VI-III,calvin harris,i need your love,chorus
III-VII-i-VI-III,justice crew,que sera,chorus
III-VII-i-VI-III,bastille,what would you do,verse
III-VII-i-VI-III,bastille,what would you do,chorus
III-VII-i-VI-III,taylor swift,bad blood,chorus
III-VII-i-VI-III,the gaslight anthem,the spirit of jazz,verse
III-VII-i-VI-III,echosmith,cool kids,chorus
III-VII-i-VI-III,the gaslight anthem,have mercy,verse
III-VII-i-VI-III,jimi hendrix,bold as love,verse
III-VII-i-VI-III,biffy clyro,the captain,verse
III-VII-i-VI-III,the gaslight anthem,45,chorus
III-VII-i-VI-III,tomas danko,plastic pop,verse
III-VII-i-VI-III,soldat louis,tirer des caisses,chorus
III-VII-i-VI-III,caramell,caramelldansen,chorus
III-VII-i-VI-III,michael buble,it's a beautiful day,verse
III-VII-i-VI-III,wyclef jean,divine sorrow,verse
III-VII-i-VI-III,the pogues and kirsty maccoll,fairytale of new york,verse
III-VII-i-VI-III,owl city,when can i see you again,chorus
III-VII-i-VI-III,jay sean,down,chorus
III-VII-i-VI-III,teddybears,hey boy,chorus
III-VII-i-VI-III,motoi sakuraba,the imperial city,verse
III-VII-i-VI-III,gregory alan isakov,the stable song,verse
III-VII-i-VI-III,sia,elastic heart,chorus
III-VII-i-VI-III,nelly,just a dream,chorus
III-VII-i-VI-III,one direction,nobody compares,verse
III-VII-i-VI-III,strong bad,the cheat is not dead,chorus
III-VII-i-VI-III,the living end,who's gonna save us,chorus
III-VII-i-VI-III,weezer,no one else,chorus
III-VII-i-VI-III,agnes,right here right now,chorus
III-VII-i-VI-III,sia,elastic heart,verse
III-VII-i-VI-III,robin schulz ft jasmine thompson,sun goes down,verse
III-VII-i-VI-III,eagle eye cherry,save tonight,chorus
III-VII-i-VI-III,taylor swift,mean,chorus
III-VII-i-VI-III,robert plant and alison krauss,gone gone gone,verse
III-VII-i-VI-III,jordin sparks,battlefield,chorus
III-VII-i-VI-III,arthur,beginning of time,chorus
III-VII-i-VI-III,carly rae jepsen,i really like you,chorus
III-VII-i-VI-III,tristam and braken,far away,chorus
III-VII-i-VI-III,jonathan mann,hey defriender,chorus
III-VII-i-VI-III,phineas and ferb,frenemies,chorus
III-VII-i-VI-III,carrie underwood,good girl,chorus
III-VII-i-VI-III,bambee,cowgirl,chorus
III-VII-i-VI-III,the electric warehouse,the hero,chorus
III-VII-i-VI-III,miriam bryant,dragon,chorus
III-VII-i-VI-III,daze,sea of love -remix-,chorus
III-VII-i-VI-III,alphabeat,vacation,chorus
III-VII-i-VI-III,the mighty mighty bosstones,so sad to say,chorus
III-VII-i-VI-III,emilie autumn,what if,chorus
III-VII-i-VI-III,lost frequencies,are you with me,chorus
III-VII-i-VI-III,joss whedon,going through the motions,verse
III-VII-i-VI-III,the mighty mighty bosstones,a jackknife to a swan,chorus
III-VII-i-VI-III,sara bareilles,uncharted,verse
III-VII-i-VI-III,the band perry,if i die young,chorus
III-VII-i-VI-III,sum 41,no reason,chorus
III-VII-i-VI-III,aimee mann,ghost world,verse
III-VII-i-VI-III,skylar grey,i know you - fifty shades of grey,verse
III-VII-i-VI-III,mitis,born,chorus
III-VII-i-VI-III,pegboard nerds,ner style,verse
III-VII-i-VI-III,adele,hello,chorus
III-VII-i-VI-III,alligatoah,lass liegen,chorus
III-VII-i-VI-III,antonim,melancholy soldier,chorus
III-VII-i-VI-III,marny kennedy,it's my life,chorus
III-VII-i-VI-III,love and theft,angel eyes,chorus
III-VII-i-VI-III,riggi and piros,knightlife,verse
III-VII-i-VI-III,rachel platten,fight song,chorus
III-VII-i-VI-III,john hiatt,cry love,chorus
III-VII-i-VI-III,lady gaga,second time around,chorus
III-VII-i-VI-III,lady gaga,heavy metal lover,chorus
III-VII-i-VI-III,taio cruz,break your heart,chorus
III-VII-i-VI-III,ryo,black rock shooter,verse
III-VII-i-VI-III,nicky jam and enrique iglesias,el perdon,chorus
III-VII-i-VI-III,pink,try,verse
III-VII-i-VI-III,pink,try,chorus
III-VII-i-VI-III,carly ray,i just met you,chorus
III-VII-i-VI-III,deuce,the one,chorus
III-VII-i-VI-III,toru minegishi,splatfest battle - ink me up,verse
III-VII-i-VI-III,palm trees,casanova,chorus
III-VII-i-VI-III,deco 27,streaming heart,chorus
III-VII-i-VI-III,the police,so lonely,verse
III-VII-i-VI-III,the police,so lonely,chorus
III-VII-i-VI-III,kenshi yonezu,wooden doll,chorus
III-VII-i-VI-III,alan walker,faded,chorus
III-VII-i-VI-III,blink 182,bored to death,chorus
III-VII-i-VI-III,alan walker,faded,verse
III-VII-i-VI-III,pepper coyote,no cock like horse cock,chorus
III-VII-i-VI-III,italobrothers,sleep when we're dead,verse
III-VII-i-VI-III,different heaven,nekozilla,chorus
III-VII-i-VI-III,neru,law-evading rock,chorus
III-VII-i-VI-III,blink-182,going away to college,chorus
III-VII-i-VI-VII,bon jovi,living on a prayer,chorus
III-VII-i-VI-VII,evanescence,bring me to life,chorus
III-VII-i-VI-VII,taylor swift,i knew you were trouble,chorus
III-VII-i-VI-VII,train,hey soul sister,verse
III-VII-i-VI-VII,enrique iglesias,dimelo,chorus
III-VII-i-VI-VII,cyndi lauper,time after time,chorus
III-VII-i-VI-VII,taylor swift,love story,chorus
III-VII-i-VI-VII,backstreet boys,the one,chorus
III-VII-i-VI-VII,globus,europa,verse
III-VII-i-VI-VII,globus,europa,chorus
III-VII-i-VI-VII,the wanted,we own the night,chorus
III-VII-i-VI-VII,pegboard nerds and tristam,razor sharp,verse
III-VII-i-VI-VII,hampton the hampster,hampster dance,chorus
III-VII-i-VI-VII,bonnie mckee,american girl,verse
III-VII-i-VI-VII,kanye west,runaway,chorus
III-VII-i-VI-VII,jacksfilms,give this song a title,chorus
III-VII-i-VI-VII,john mayer,half of my heart,chorus
III-VII-i-VI-VII,cartoons,witch doctor,chorus
III-VII-i-VI-VII,alphaville,forever young,verse
III-VII-i-VI-VII,green day,x-kid,chorus
III-VII-i-VI-VII,alphaville,forever young,chorus
III-VII-i-VI-VII,men at work,land down under,chorus
III-VII-i-VI-VII,one direction ,night changes ,chorus
III-VII-i-VI-VII,jonathan mann,hey defriender,chorus
III-VII-i-VI-VII,carrie underwood,good girl,chorus
III-VII-i-VI-VII,the mighty mighty bosstones,so sad to say,chorus
III-VII-i-VI-VII,the mighty mighty bosstones,a jackknife to a swan,chorus
III-VII-i-VI-VII,rob abernethy,a walk in the shire,verse
III-VII-i-VI-VII,tool,aenima,chorus
III-VII-i-VI-VII,love and theft,angel eyes,chorus
III-VII-i-VI-VII,fountains of wayne,hey julie,verse
III-VII-i-VI-VII,robyn,call your girlfriend,verse
III-VII-i-VI-VII,richard marx,richard marx - right here waiting,chorus
III-VII-i-VI-VII,richard marx,right here waiting,chorus
III-VII-i-VI-VII,toru minegishi,splatfest battle - ink me up,chorus
III-VII-i-VI-VII,the killers,human,chorus
III-VII-i-VI-VII,shinichi sakamoto,side-crawler's dance,verse
III-VII-i-VI-VII,nanobii,hyper drive,chorus
III-VII-i-VI-VII,nintendo,gba sky garden - mario kart ds,chorus
III-VII-i-VI-VII,toby fox,stronger monsters,verse
III-VII-i-VI-VII,blink-182,she's out of her mind,chorus
III-VII-i-VII-VI,kelly clarkson,already gone,chorus
III-VII-i-VII-VI,taylor swift,mine,chorus
III-VII-i-VII-VI,taylor swift,we are never ever getting back together,chorus
III-VII-i-VII-VI,train,drive by,chorus
III-VII-i-VII-VI,blink 182,what's my age again,chorus
III-VII-i-VII-VI,basto,again and again,chorus
III-VII-i-VII-VI,hurricane 1,only the strongest will survive,chorus
III-VII-i-VII-VI,helloween,a tale that wasn't right,chorus
III-VII-i-VII-VI,hank green,it all makes sense at the end,chorus
III-VII-i-VII-VI,nause,hungry hearts,chorus
III-VII-i-VII-VI,betty who,somebody loves you,chorus
III-VII-i-VII-VI,cold chisel,khe sanh,verse
III-VII-i-VII-VI,jet,look what you've done,verse
III-VII-i-VII-VI,luke bryan,play it again,chorus
III-VII-i-VII-VI,kyle justin,the angry video game nerd theme song,chorus
III-VII-i-VII-VI,avicii,the nights fifa 15 soundtrack,chorus
III-VII-i-VII-VI,michael buble,it's a beautiful day,chorus
III-VII-i-VII-VI,lady gaga,stuck on fuckin you,chorus
III-VII-i-VII-VI,tom cochrane,life is a highway,chorus
III-VII-i-VII-VI,helene fischer,atemlos,chorus
III-VII-i-VII-VI,avicii,the nights,chorus
III-VII-i-VII-VI,avicii,the nights,chorus
III-VII-i-VII-VI,deathro,mega man infamous intent - gryphon flight,chorus
III-VII-i-VII-VI,hunter hayes,21,chorus
III-VII-i-VII-VI,less than jake,history of a boring town,chorus
III-VII-i-VII-VI,the libertines,don't look back into the sun,verse
III-VII-i-VII-VI,delain,are you done with me,chorus
III-VII-i-VII-VI,ashley wallbridge andy moor meighan nealon,faces,chorus
III-VII-i-VII-VI,daughtry,over you,verse
III-VII-i-VII-VI,daughtry,over you,chorus
III-VII-i-VII-VI,treble charger,don't believe it all,chorus
III-VII-i-VII-III,erasure,always,verse
III-VII-i-VII-III,enrique iglesias,escape,chorus
III-VII-i-VII-III,air,venus,verse
III-VII-i-VII-III,casting crowns,o come all ye faithful - christmas,verse
III-VII-i-VII-III,alligatoah,wer weiss,chorus
III-VII-i-VII-III,rebecca and fiona,bullets - nause and adrian lux remix,chorus
III-VII-i-VII-III,jimmy eat world,the authority song,verse
III-VII-i-VII-III,nightwish,over the hills and far away,chorus
III-VII-i-VII-III,stone temple pilots,sex type thing,chorus
III-VII-i-VII-III,rory gallagher,i'm not awake yet,verse
III-VII-i-VII-III,armanarx,gila dengan kertas-kertas,chorus
III-VII-i-VII-III,blink-182,even if she falls,chorus
III-VII-i-VII-i,blind guardian,a past and future secret,verse
III-VII-i-VII-i,madonna,la isla bonita,verse
III-VII-i-VII-i,virtual riot,energy drink,chorus
III-VII-i-VII-i,syn cole,miami 82 - avicii edit,chorus
III-VII-i-VII-i,dolly parton,jolene,chorus
III-VII-i-VII-i,paramore,that's what you get,chorus
III-VII-i-VII-i,tame impala,solitude is bliss,verse
III-VII-i-VII-i,madonna,devil pray,verse
III-VII-i-VII-i,rhapsody,lord of the thunder,verse
III-VII-i-III-VII,cascada,every time we touch,chorus
III-VII-i-III-VII,evanescence,bring me to life,chorus
III-VII-i-III-VII,warren zevon,please stay,verse
III-VII-i-III-VII,c2c,the beat,chorus
III-VII-i-III-VII,pegboard nerds and tristam,razor sharp,verse
III-VII-i-III-VII,the stone roses,i wanna be adored,chorus
III-VII-i-III-VII,smile-dk,butterfly,chorus
III-VII-i-III-VII,smile-dk,butterfly,verse
III-VII-i-III-VII,anamanaguchi,akira,verse
III-VII-i-III-VII,motoi sakuraba,longing - dark souls ii soundtrack,verse
III-VII-i-III-VII,nine inch nails,the perfect drug,chorus
III-VII-i-III-VII,the gaslight anthem,the navesink banks,verse
III-VII-i-III-VII,transatlantic,we all need some light,chorus
III-VII-i-III-VII,jimmy eat world,the authority song,verse
III-VII-i-III-VII,jimmy eat world,the authority song,chorus
III-VII-i-III-VII,porcupine tree,normal,chorus
III-VII-i-III-VII,inxs,mystify,chorus
III-VII-i-III-VII,dzeko and torres,air,chorus
III-VII-i-III-VII,the beatles,ob-la-di ob-la-da,chorus
III-VII-i-III-VII,lynyrd skynyrd,simple man,verse
III-VII-i-III-VII,marek grechuta,dni ktorych nie znamy,verse
III-VII-i-III-VII,rory gallagher,i'm not awake yet,verse
III-VII-i-III-VII,the connells,'74-'75,chorus
III-VII-i-III-VII,i am oak,on trees and birds and fire,verse
III-VII-i-III-VII,pearl jam,indifference,chorus
III-VII-i-III-VII,muse,dead inside,verse
III-VII-i-III-VI,casting crowns,joy to the world - christmas,verse
III-VII-i-III-VI,scott mckenzie,san francisco,chorus
III-VII-i-III-VI,regina spektor,samson,chorus
III-VII-i-III-VI,vicetone,nothing stopping me,chorus
III-VII-i-III-VI,metro station,shake it,chorus
III-VII-i-III-VI,keiichi suzuki,eight melodies,chorus
III-VII-i-III-VI,tiny moving parts,headache,verse
III-VII-VI-III-VII,bruno mars,the lazy song,chorus
III-VII-VI-III-VII,bryan adams,everything i do,verse
III-VII-VI-III-VII,cascada,every time we touch,verse
III-VII-VI-III-VII,creedence clearwater revival,bad moon rising,verse
III-VII-VI-III-VII,creedence clearwater revival,up around the bend,chorus
III-VII-VI-III-VII,gym class heroes,ass back home,chorus
III-VII-VI-III-VII,lady gaga,born this way,verse
III-VII-VI-III-VII,michael jackson,black or white,chorus
III-VII-VI-III-VII,miller 64,living the dream,verse
III-VII-VI-III-VII,missy higgins,night minds,chorus
III-VII-VI-III-VII,missy higgins,night minds,verse
III-VII-VI-III-VII,neutral milk hotel,king of carrot flowers,verse
III-VII-VI-III-VII,third eye blind,how's it going to be,verse
III-VII-VI-III-VII,tim mcgraw,where the green grass grows,verse
III-VII-VI-III-VII,vampire weekend,a-punk,verse
III-VII-VI-III-VII,green day,21 guns,chorus
III-VII-VI-III-VII,hefner,the day that thatcher dies,verse
III-VII-VI-III-VII,the eagles,take it easy,verse
III-VII-VI-III-VII,taylor swift,safe and sound,verse
III-VII-VI-III-VII,adam sandler,somebody kill me,verse
III-VII-VI-III-VII,adam sandler,somebody kill me,chorus
III-VII-VI-III-VII,michael franti - spearhead,say hey - i love you,chorus
III-VII-VI-III-VII,magnetic fields,acoustic guitar,verse
III-VII-VI-III-VII,tegan and sara,i was a fool,chorus
III-VII-VI-III-VII,glee,loser like me,chorus
III-VII-VI-III-VII,lorde,royals,chorus
III-VII-VI-III-VII,eli young band,crazy girl,chorus
III-VII-VI-III-VII,big star,september gurls,chorus
III-VII-VI-III-VII,patent pending,hey mario,chorus
III-VII-VI-III-VII,the la's,there she goes,chorus
III-VII-VI-III-VII,bastille,pompeii,chorus
III-VII-VI-III-VII,fleetwood mac,don't stop,verse
III-VII-VI-III-VII,cheap trick,surrender,verse
III-VII-VI-III-VII,bachman-turner overdrive,you ain't seen nothing,chorus
III-VII-VI-III-VII,emilia,big big world,chorus
III-VII-VI-III-VII,del amitri,nothing ever happens,verse
III-VII-VI-III-VII,enya,caribbean blue,verse
III-VII-VI-III-VII,the wanted,we own the night,chorus
III-VII-VI-III-VII,elmer bernstein,ghostbusters,verse
III-VII-VI-III-VII,enya,orinico flow,chorus
III-VII-VI-III-VII,hank green,it all makes sense at the end,verse
III-VII-VI-III-VII,the kooks,naive,chorus
III-VII-VI-III-VII,one direction,best song ever,chorus
III-VII-VI-III-VII,lady gaga,you and i,chorus
III-VII-VI-III-VII,betty who,somebody loves you,chorus
III-VII-VI-III-VII,forever the sickest kids,whoa oh me vs everyone,chorus
III-VII-VI-III-VII,the beatles,two of us,verse
III-VII-VI-III-VII,fergie,big girls don't cry,chorus
III-VII-VI-III-VII,above and beyond,good for me - ambient mix -,verse
III-VII-VI-III-VII,above and beyond,good for me - ambient mix -,chorus
III-VII-VI-III-VII,the white stripes,i want to be the boy to warm your mother's heart,verse
III-VII-VI-III-VII,the black keys,gold on the ceiling,verse
III-VII-VI-III-VII,phil collins,can't stop loving you,chorus
III-VII-VI-III-VII,denver the last dinosaur,denver the last dinosaur theme song,chorus
III-VII-VI-III-VII,driftless pony club,house of 1982- built like a ship,verse
III-VII-VI-III-VII,dave matthews and tim reynolds,number 41,chorus
III-VII-VI-III-VII,john mayer,half of my heart,chorus
III-VII-VI-III-VII,smokey mountain,da coconut nut,chorus
III-VII-VI-III-VII,kyle justin,the angry video game nerd theme song,chorus
III-VII-VI-III-VII,panda bear,bros,chorus
III-VII-VI-III-VII,london grammar,strong,chorus
III-VII-VI-III-VII,mika,popular song ft ariana grande,chorus
III-VII-VI-III-VII,sonia leigh,put it in your pocket,chorus
III-VII-VI-III-VII,nine days,absolutely,chorus
III-VII-VI-III-VII,they might be giants,can't keep johnny down,verse
III-VII-VI-III-VII,the white stripes,you don't know what love is,verse
III-VII-VI-III-VII,the gaslight anthem,the navesink banks,verse
III-VII-VI-III-VII,disasterpeace,fez - home,verse
III-VII-VI-III-VII,rush,working man,chorus
III-VII-VI-III-VII,steve miller band,take the money and run,verse
III-VII-VI-III-VII,they might be giants,nightgown of the sullen moon,verse
III-VII-VI-III-VII,sum 41,in too deep,chorus
III-VII-VI-III-VII,animusic,stick figures,chorus
III-VII-VI-III-VII,yogscast,carrot for a cock,chorus
III-VII-VI-III-VII,transatlantic,we all need some light,chorus
III-VII-VI-III-VII,tom cochrane,life is a highway,chorus
III-VII-VI-III-VII,pearl jam,yellow ledbetter,verse
III-VII-VI-III-VII,my chemical romance,teenagers,chorus
III-VII-VI-III-VII,ziggy marley,love is my religion,chorus
III-VII-VI-III-VII,vertical horizon,i'm still here,chorus
III-VII-VI-III-VII,rend collective,movements,verse
III-VII-VI-III-VII,jonathan coulton,code monkey,verse
III-VII-VI-III-VII,schoolhouse rock,interjections,verse
III-VII-VI-III-VII,rush,closer to the heart,verse
III-VII-VI-III-VII,taylor swift,mean,chorus
III-VII-VI-III-VII,mia,paper planes,verse
III-VII-VI-III-VII,walk off the earth,lightning bolt,verse
III-VII-VI-III-VII,walk off the earth,lightning bolt,chorus
III-VII-VI-III-VII,kelly clarkson,walk away,chorus
III-VII-VI-III-VII,washed out,new theory,chorus
III-VII-VI-III-VII,carrie underwood,good girl,chorus
III-VII-VI-III-VII,omi,cheerleader,verse
III-VII-VI-III-VII,the mighty mighty bosstones,the package store petition,chorus
III-VII-VI-III-VII,the mighty mighty bosstones,the horse shoe and the rabbit's foot,chorus
III-VII-VI-III-VII,robbie williams,feel,chorus
III-VII-VI-III-VII,miley cyrus,see you again,chorus
III-VII-VI-III-VII,the mighty mighty bosstones,the one with the woes all over it,chorus
III-VII-VI-III-VII,mayday parade,oh well oh well,verse
III-VII-VI-III-VII,the mighty mighty bosstones,don't worry desmond dekker,chorus
III-VII-VI-III-VII,sum 41,heart attack,chorus
III-VII-VI-III-VII,shawn mendes,believe,chorus
III-VII-VI-III-VII,the mighty mighty bosstones,sugar free,chorus
III-VII-VI-III-VII,animusic,harmonic voltage,chorus
III-VII-VI-III-VII,the mighty mighty bosstones,bad news and bad breaks,chorus
III-VII-VI-III-VII,sum 41,no reason,chorus
III-VII-VI-III-VII,lonestar,don't let's talk about lisa,verse
III-VII-VI-III-VII,cloud nothings,quieter today,chorus
III-VII-VI-III-VII,rhythm heaven fever,catch of the day,verse
III-VII-VI-III-VII,bruce hornsby and the range,mandolin rain,chorus
III-VII-VI-III-VII,the griswolds,beware the dog,chorus
III-VII-VI-III-VII,wavves,nine is god,verse
III-VII-VI-III-VII,michelle branch,everywhere,chorus
III-VII-VI-III-VII,green day,no one knows,chorus
III-VII-VI-III-VII,crosby stills and nash,southern cross,verse
III-VII-VI-III-VII,zz top,gimme all your lovin,chorus
III-VII-VI-III-VII,rufus wainwright,instant pleasure,verse
III-VII-VI-III-VII,bee gees,to love somebody,chorus
III-VII-VI-III-VII,blink 182,first date,verse
III-VII-VI-III-VII,the connells,'74-'75,verse
III-VII-VI-III-VII,brad paisley,two feet of topsoil,chorus
III-VII-VI-III-VII,the weepies,be my honeypie,chorus
III-VII-VI-III-VII,patrick hernandez,born to be alive,verse
III-VII-VI-III-VII,chiddy bang,mind your manners,chorus
III-VII-VI-III-VII,don henley,the boys of summer,chorus
III-VII-VI-III-VII,james taylor,mexico,verse
III-VII-VI-III-VII,toru minegishi,tokimeki bomb rush,verse
III-VII-VI-III-VII,locash,i love this life,chorus
III-VII-VI-III-VII,carly rae jepsen,warm blood,chorus
III-VII-VI-III-VII,third eye blind,never let you go,chorus
III-VII-VI-III-VII,blink-182,built this pool,chorus
III-VII-VI-III-VI,fun,some nights,chorus
III-VII-VI-III-VI,magnetic fields,acoustic guitar,verse
III-VII-VI-III-VI,dixie chicks,goodbye earl,chorus
