cp,artist,song,section
I-V-IV-I,moby with wayne coyne,the perfect life,chorus
I-V-IV-I,jflight,tails gets trolled,chorus
I-V-IV-I,rhythm heaven fever,remix 10,chorus
I-V-IV-V,vampire weekend,a-punk,chorus
I-V-IV-V,chris brown,with you,verse
I-V-IV-V,haim,don't save me,verse
I-V-IV-vi,britney spears,out from under,verse
I-V-IV-vi,dire straits,sultans of swing,chorus
I-V-IV-vi,blind guardian,harvest of sorrow,chorus
I-V-IV-vi,boards of canada,roygbiv,chorus
I-V-IV-vi,dirty south,alive - blinders remix,chorus
I-V-IV-vi,the coral,dreaming of you,chorus
I-V-IV-vi,ahrix,nova,chorus
I-V-I-V,willie nelson,blue eyes cryin,chorus
I-V-I-V,britney spears,oops i did it again,chorus
I-V-I-V,jake bugg,lightning bolt,chorus
I-V-I-V,south park,up there,chorus
I-V-I-V,ween,ocean man,verse
I-V-I-V,they might be giants,stomp box,verse
I-V-I-V,years and years,shine,chorus
I-V-I-IV,the beatles,lovely rita,verse
I-V-I-IV,traditional,happy birthday,chorus
I-V-I-IV,billy joel,the longest time,chorus
I-V-I-IV,the living tombstone,sorry jack,chorus
I-V-I-IV,stephen foster,if you've only got a moustache,verse
I-V-I-IV,axwell and ingrosso,sun is shining,chorus
I-V-I-IV,texas tornados,wasted days and wasted nights,verse
I-V-ii-IV,demi lovato,here we go again,chorus
I-V-ii-IV,taylor swift,you belong with me,chorus
I-V-ii-IV,taylor swift,you belong with me,verse
I-V-ii-IV,taylor swift,speak now,chorus
I-V-ii-vi,frog fractions soundtrack,rimushotto bungie jump,verse
I-V-ii-vi,rhapsody of fire,emerald sword,verse
I-V-ii-vi,gary allan,smoke rings in the dark,chorus
I-V-ii-vi,charlotte gainsbourg,hey joe ,verse
I-V-ii-vi,motoi sakuraba,the hidden village,chorus
I-V-ii-I,imagine dragons,on top of the world,chorus
I-V-ii-I,motoi sakuraba,the hidden village,chorus
I-V-ii-I,brandi carlile,closer to you,verse
I-IV-I-IV,elton john,levon,verse
I-IV-I-IV,john mayer,gravity,verse
I-IV-I-IV,simon and garfunkel,bridge over troubled water,verse
I-IV-I-IV,guided by voices,teenage fbi,chorus
I-IV-I-IV,u2,running to stand still,verse
I-IV-I-IV,jon foreman,the house of god forever,verse
I-IV-I-IV,johnny nash,i can see clearly now,verse
I-IV-I-IV,the beach boys,kokomo,chorus
I-IV-I-IV,lily allen,air balloon,verse
I-IV-I-IV,stephen c foster,gentle annie,verse
I-IV-I-IV,american authors,best day of my life,chorus
I-IV-I-IV,tom waits,martha,chorus
I-IV-I-IV,koji kondo,super mario bros overworld theme,verse
I-IV-I-IV,richard killick,you are the best thing in the world,verse
I-IV-I-IV,icona pop,i love it,verse
I-IV-I-IV,icona pop,i love it,chorus
I-IV-I-IV,madonna,ray of light,chorus
I-IV-I-IV,all my friends ft tinashe - chance the rapper,snakehips,verse
I-IV-I-IV,snakehips,all my friends ft tinashe - chance the rapper,verse
I-IV-I-IV,koji kondo,mario 64 - file select,verse
I-IV-I-IV,the mowgli's,summertime,verse
I-IV-I-IV,blink-182,go,verse
I-IV-I-V,grandaddy,the go in the go-for-it,verse
I-IV-I-V,backstreet boys,shape of my heart,chorus
I-IV-I-V,the tokens,the lion sleeps tonight,verse
I-IV-I-V,buddy holly,everyday,verse
I-IV-I-V,jan and dean,dead man's curve,verse
I-IV-I-V,misuzu togashi--makoto miyazaki,fly away--maken-ki-op1,chorus
I-IV-I-V,hank williams sr,i saw the light,verse
I-IV-I-V,bosson and apollo-4,10 000 feet,chorus
I-IV-I-V,nina simone,i wish i knew how it would feel to be free,verse
I-IV-I-vi,camille saint-saens,organ symphony no 3 op 78 - if i had words,chorus
I-IV-I-vi,the secret sisters,tomorrow will be kinder,verse
I-IV-I-vi,peter paul and mary,puff the magic dragon,verse
I-IV-I-vi,jackson browne,running on empty,chorus
I-IV-I-vi,the monkees,daydream believer,chorus
I-IV-V-I,ayaka hirahara,jupiter,verse
I-IV-V-I,green day,basketcase,chorus
I-IV-V-I,the sounds of science,the nanosong,verse
I-IV-V-I,patience and prudence,tonight you belong to me,verse
I-IV-V-I,mr big,to be with you,chorus
I-IV-V-I,keali'i reichel,ka nohona pili kai,verse
I-IV-V-I,the proclaimers,500 miles,verse
I-IV-V-I,nintendo,chilly waters,verse
I-IV-V-I,bo donaldson and the heywoods,billy don't be a hero,chorus
I-IV-V-I,helloween,your turn,chorus
I-IV-V-I,maxime le forestier,education sentimentale,verse
I-IV-V-I,native construct,chromatic aberration,chorus
I-IV-V-I,namco,new rally-x theme,verse
I-IV-V-I,petula clark,downtown,verse
I-IV-V-I,daniel boone,beautiful sunday,chorus
I-IV-V-I,toby fox,dogsong,verse
I-IV-V-I,giivasunner,tem shop,verse
I-IV-V-I,elton john,don't let the sun go down on me,chorus
I-IV-V-vi,outkast,hey ya,chorus
I-IV-V-vi,lana del rey,young and beautiful,verse
I-IV-V-vi,radiohead,let down,chorus
I-IV-V-IV,monika brodka,w pieciu smakach,verse
I-IV-V-IV,serge gainsbourg,je t'aime - moi non plus,verse
I-IV-V-IV,mutemath,typical,chorus
I-IV-vi-V,cher lloyd feat becky g,oath,chorus
I-IV-vi-V,m83,midnight city,chorus
I-IV-vi-V,relient k,forgiven,chorus
I-IV-vi-V,sara bareilles,brave,chorus
I-IV-vi-V,blink-182,even if she falls,verse
I-IV-vi-I,the shins,new slang,verse
I-IV-vi-IV,black eyed peas,i gotta feeling,chorus
I-IV-vi-IV,david guetta ft usher,without you,verse
I-IV-vi-IV,ingrid michaelson,you and i,verse
I-IV-vi-IV,kesha,c'mon,chorus
I-IV-vi-IV,mgmt,weekend wars,verse
I-IV-vi-IV,tim mcgraw,live like you were dying,chorus
I-IV-vi-IV,marianas trench,pop 101,verse
I-IV-vi-IV,one direction,perfect,chorus
I-vi-IV-V,justin bieber,baby,verse
I-vi-IV-V,avril lavigne,complicated,verse
I-vi-IV-V,fall out boy,i'm like a lawyer,chorus
I-vi-IV-V,hoobastank,the reason,chorus
I-vi-IV-V,enya,may it be,chorus
I-vi-IV-V,butch walker,pretty melody,chorus
I-vi-IV-V,camille,le festin,verse
I-vi-IV-V,am taxi,charissa,chorus
I-vi-IV-V,barry manilow,mandy,chorus
I-vi-IV-V,pewdiepie,senpai sucked my ass,chorus
I-vi-IV-V,taylor swift,blank space,verse
I-vi-IV-I,bruno mars,just the way you are,verse
I-vi-IV-I,macklemore,same love,chorus
I-vi-IV-I,david bowie,soul love,verse
I-vi-IV-I,tom swoon and lush and simon,ahead of us,chorus
I-vi-IV-I,the reasoning,a musing dream,chorus
I-vi-IV-I,the common linnets,calm after the storm,chorus
I-vi-IV-I,teitur,sleeping with the lights on,chorus
I-vi-IV-I,chvrches,leave a trace,verse
I-vi-V-IV,jaytech,paradox,chorus
I-vi-V-IV,peter schickele and diana lambert and joan baez,rejoice in the sun,verse
I-vi-V-IV,bonnie mckee,american girl,chorus
I-vi-V-IV,alestorm,shipwrecked,chorus
I-vi-V-IV,lake street dive,bad self portraits,verse
I-vi-V-IV,ed sheeran,photograph,verse
I-vi-V-I,jukebox the ghost,the stars,chorus
I-vi-V-I,the sing team,satisfied in you,chorus
I-vi-V-I,mumford and sons,sigh no more,chorus
I-vi-V-I,charlie schmidt,keyboard cat,verse
I-vi-I-vi,ella fitzgerald,ev'ry time you say goodbye,verse
I-vi-I-vi,bob marley,buffalo soldier,verse
I-vi-I-vi,plain white t's,hey there delilah,chorus
I-vi-I-vi,chromeo,old 45s,verse
I-vi-I-IV,bonobo,all in forms,verse
I-vi-I-V,otto knows,dying for you,chorus
I-vi-ii-V,wham,last christmas,chorus
I-vi-ii-V,yotam perel,did you slip,verse
I-vi-ii-IV,motion city soundtrack,everything is alright,verse
I-vi-ii-57,yotam perel,did you slip,chorus
I-vi-ii-I,threxx,mega man infamous intent - infinite cyberspace,verse
I-vi-iii-IV,john mayer,the heart of life,verse
I-vi-iii-IV,jess glynne,right here,chorus
I-vi-iii-IV,wavves,afraid of heights,verse
I-vi-iii-IV,marnie,we are the sea,chorus
I-vi-iii-IV,cults,always forever,chorus
I-vi-iii-V,angus and julia stone,big jet plane,chorus
I-vi-iii-V,one direction ,night changes ,verse
I-vi-iii-V,beach house,wishes,verse
I-ii-vi-IV,katy perry,roar,verse
I-ii-vi-IV,katy perry,roar,chorus
I-ii-vi-V,mord fustang,the electric dream,chorus
I-ii-vi-V,latitudes,antechamber,chorus
I-ii-IV-V,zun,gensokyo millenium - history of the moon,verse
I-ii-IV-I,ben folds five,kate,verse
I-ii-IV-I,bobby mcferrin,don't worry be happy,verse
I-ii-IV-I,lady gaga,you and i,verse
I-ii-IV-I,bee gees,to love somebody,verse
I-ii-iii-IV,yoshida brothers,cherry blossoms in winter,chorus
I-ii-iii-IV,mgmt,weekend wars,chorus
I-ii-iii-IV,fleet foxes,he doesn't know why,verse
I-ii-iii-I,the cinematics,hard for young lovers,chorus
I-ii-I-ii,prince,breakfast can wait,verse
I-ii-I-ii,henrique lorenzi,contrast - level 2,verse
I-ii-I-ii,irish rovers,what shall we do with the drunken sailor,verse
I-ii-I-ii,oh land,speak out now,verse
I-ii-I-ii,simon and garfunkel,scarborough fair - canticle,verse
I-ii-I-V,gorgon city,coming home,verse
I-ii-I-V,kansas,carry on my wayward son,verse
I-ii-I-iii,elliott smith,miss misery,verse
I-ii-I-vi,elliott smith,miss misery,chorus
I-ii-V-I,madonna,take a bow,chorus
I-ii-V-I,kors-k--dj-command,smooooch---akiba-kobo-remix-,chorus
I-ii-V-I,terry jacks,seasons in the sun,chorus
I-ii-V-I,elvis presley,don't be cruel,verse
I-ii-V-IV,bodyjar,not the same,chorus
I-ii-V-vi,ikimono-gakari,blue bird,verse
I-ii-16-IV,empire of the sun,dna - calvin harris remix,chorus
I-ii-16-IV,nobuo uematsu,locke's theme,verse
IV-I-V-vi,the beatles,lovely rita,verse
IV-I-V-vi,mike candys,brand new day,chorus
IV-I-V-vi,warren zevon,please stay,verse
IV-I-V-vi,instrumental core,the angels among demons,chorus
IV-I-V-vi,shakira,whenever wherever,verse
IV-I-V-vi,florence and the machine,spectrum,chorus
IV-I-V-vi,florence and the machine,spectrum,chorus
IV-I-V-vi,spongebob squarepants,a day like this,verse
IV-I-V-vi,shawn lane,grey pianos flying,verse
IV-I-V-vi,bonnie tyler,holding out for a hero,chorus
IV-I-V-vi,ryan star,brand new day,chorus
IV-I-V-vi,madonna,sky fits heaven,chorus
IV-I-V-vi,bobby puma,someone somewhere - tiesto remix,chorus
IV-I-V-vi,the mowgli's,i'm good,chorus
IV-I-V-vi,nelly ft jeremih,the fix,chorus
IV-I-V-vi,tim minchin,not perfect,verse
IV-I-V-IV,lana del rey,radio,verse
IV-I-V-IV,lana del rey,radio,verse
IV-I-V-IV,gary allan,smoke rings in the dark,verse
IV-I-V-IV,boys like girls,the great escape,verse
IV-I-V-IV,hiroyuki sawano,mobile suit gundam unicorn - unicorn,chorus
IV-I-V-IV,lisa miskovsky,still alive-mirror's edge ost,chorus
IV-I-V-IV,nick sparkle,cassiopeia - david mayne remix,chorus
IV-I-V-IV,chicago,25 or 6 to 4,chorus
IV-I-V-IV,cloud nothings,i'm not part of me,chorus
IV-I-V-IV,aage aleksandersen,norge mitt norge,chorus
IV-I-V-IV,lynyrd skynyrd,tuesday's gone,chorus
IV-I-V-I,chuck berry,maybellene,chorus
IV-I-V-I,linkin park,in the end,chorus
IV-I-V-I,maroon 5,never gonna leave this bed,chorus
IV-I-V-I,creedence clearwater revival,lookin' out my back door,verse
IV-I-V-I,phillip phillips,home,chorus
IV-I-V-I,john mayer,badge and gun,chorus
IV-I-V-I,patent pending,hey mario,verse
IV-I-V-I,nick cave and the bad seeds,the ship song,chorus
IV-I-V-I,manowar,heart of steel,chorus
IV-I-V-I,bob dylan,don't think twice it's alright,chorus
IV-I-V-I,arty,zara,chorus
IV-I-V-I,a great big world,say something,verse
IV-I-V-I,richard and robert sherman,let's go fly a kite,chorus
IV-I-V-I,soldat louis,tirer des caisses,chorus
IV-I-V-I,green day,american idiot,chorus
IV-I-V-I,grateful dead,sugaree,chorus
IV-I-V-I,save ferris,come on eileen,verse
IV-I-V-I,genesis,scenes from a night's dream,verse
IV-I-V-I,crash test dummies,mmm mmm mmm mmm,verse
IV-I-V-I,bobby darin,artificial flowers,chorus
IV-I-V-I,marcus warner,liberation,chorus
IV-I-V-I,dexys midnight runners,come on eileen,verse
IV-I-V-I,nate ruess,great big storm,chorus
IV-I-V-I,georges brassens,bancs publics,chorus
IV-I-V-I,nickeloden,loop de loop,chorus
IV-I-V-I,sia,move your body,chorus
IV-I-V-I,elton john,nikita,verse
IV-I-V-I,the kinks,strangers,chorus
IV-I-V-I,bonnie tyler,it's a heartache,verse
IV-I-V-ii,florence and the machine,spectrum - calvin harris remix,chorus
IV-I-V-ii,florence and the machine,spectrum - calvin harris remix,chorus
IV-I-V-ii,taylor swift,safe and sound,verse
IV-I-V-ii,eli young band,crazy girl,chorus
IV-I-V-ii,gary allan,smoke rings in the dark,chorus
IV-I-V-ii,zedd,spectrum - arty remix,chorus
IV-I-V-ii,sonny rhodes,firefly theme - ballad of serenity,verse
IV-I-V-ii,hans zimmer,time,verse
IV-I-V-ii,charlotte gainsbourg,hey joe ,verse
IV-I-V-ii,dido,white flag,chorus
IV-I-V-ii,maison and dragen,colosseum,chorus
IV-I-V-ii,sy and demo,stay with me,chorus
IV-I-V-ii,rise against,the good left undone,verse
IV-I-V-ii,beyonce,irreplaceable,chorus
IV-I-V-ii,nightwish,wish i had an angel,chorus
IV-I-IV-I,pink floyd,one of my turns,chorus
IV-I-IV-I,the eagles,take it easy,chorus
IV-I-IV-I,bonnie raitt,i can't make you love me,chorus
IV-I-IV-I,legend of zelda - ocarina of time,lost woods theme,chorus
IV-I-IV-I,the bird and the bee,polite dance song,chorus
IV-I-IV-I,ween,transdermal celebration,verse
IV-I-IV-I,peter paul and mary,puff the magic dragon,verse
IV-I-IV-I,dash berlin and jay cosmic,here tonight - lush and simon remix,chorus
IV-I-IV-I,nino ferrer,le sud,chorus
IV-I-IV-I,parry gripp,soccer ball -in the face-,chorus
IV-I-IV-I,vangelis,chariots of fire,chorus
IV-I-IV-I,kodaline,one day,chorus
IV-I-IV-I,girls' generation,lion heart,chorus
IV-I-IV-I,the beatles,i've just seen a face,chorus
IV-I-IV-I,kaizers orchestra,mr kaizers hans constanze og meg,verse
IV-I-IV-I,joni mitchell,morning morgantown,chorus
IV-I-IV-I,the shins,girl inform me,chorus
IV-I-IV-I,wilco,elt,chorus
IV-I-IV-I,the monkees,daydream believer,chorus
IV-I-IV-V,dire straits,money for nothing,chorus
IV-I-IV-V,disney,can you feel the love tonight,chorus
IV-I-IV-V,vitamin c,friends forever,chorus
IV-I-IV-V,alicia keys,girl on fire,verse
IV-I-IV-V,green day,stray heart,verse
IV-I-IV-V,buddy holly,maybe baby,chorus
IV-I-IV-V,evermore,running,verse
IV-I-IV-V,tamas wells,valder fields,verse
IV-I-IV-V,stacie orrico,promise,verse
IV-I-IV-V,parry gripp,it's raining tacos,verse
IV-I-IV-V,the darkness,christmas time - don't let the bells end,chorus
IV-I-IV-V,dinosaur jr,tiny,chorus
IV-I-IV-vi,aqualung,brighter than sunshine,chorus
IV-I-vi-V,caspar babypants,googly eyes,chorus
IV-I-vi-V,steve winwood,higher love,chorus
IV-I-vi-V,steely dan,gaucho,verse
IV-I-vi-V,capital cities,safe and sound,verse
IV-I-vi-V,city 17,toxin,chorus
IV-I-vi-V,saves the day,freakish,chorus
IV-I-vi-IV,journey,faithfully,verse
IV-I-vi-IV,am taxi,charissa,chorus
IV-I-vi-iii,royksopp,keyboard milk,verse
IV-I-vi-iii,beach house,wishes,verse
IV-I-vi-I,absofacto,whose side are you on anyway,chorus
IV-V-vi-IV,alex syntek and ana torroja,duele el amor,verse
IV-V-vi-IV,nicki minaj,super bass,chorus
IV-V-vi-IV,bonnie raitt,i can't make you love me,chorus
IV-V-vi-IV,pokemon,what kind of pokemon are you,chorus
IV-V-vi-IV,howard shore,in a dream,verse
IV-V-vi-IV,helloween,if i knew,verse
IV-V-vi-IV,nanobii,rainbow road,chorus
IV-V-vi-IV,lindsey stirling,heist,verse
IV-V-vi-IV,zun,romantic children,verse
IV-V-vi-IV,sam smith,restart,verse
IV-V-vi-IV,frost,toys,chorus
IV-V-vi-IV,c418,sometimes i make video game music,verse
IV-V-vi-IV,john legend and common,glory,chorus
IV-V-vi-IV,toby fox,undertale,verse
IV-V-vi-IV,the kooks,she moves in her own way,chorus
IV-V-vi-IV,delain,are you done with me,chorus
IV-V-vi-IV,steve jablonsky,arrival to earth,chorus
IV-V-vi-IV,steps,tragedy,chorus
IV-V-vi-IV,toru minegishi,splatoon - calamari inkantation,chorus
IV-V-vi-V,oasis,live forever,chorus
IV-V-vi-V,veracocha,carte blanche,chorus
IV-V-vi-V,the smiths,what she said,verse
IV-V-vi-V,swedish house mafia,miami 2 ibiza,chorus
IV-V-vi-V,thomas newson,don't hold us feat angelika vee,chorus
IV-V-vi-V,sandra,around my heart,chorus
IV-V-vi-V,nintendo,mario kart 7 - rainbow road,verse
IV-V-vi-V,katy perry,this is how we do,chorus
IV-V-vi-V,tep no,it's alright,chorus
IV-V-vi-V,krewella,live for the night,chorus
IV-V-vi-V,jake kaufman,shovel knight - la danse macabre,chorus
IV-V-vi-V,miike snow,genghis khan,verse
IV-V-vi-V,eurythmics,who's that girl,chorus
IV-V-vi-V,hozier,someone new,verse
IV-V-vi-V,muse,aftermath,verse
IV-V-vi-V,gareth emery,exposure,verse
IV-V-vi-I,avicii,two million,chorus
IV-V-vi-I,tan bionica,ciudad magica,verse
IV-V-vi-I,totally enormous extinct dinosaurs teed t-e-e-d,household goods,chorus
IV-V-vi-I,david guetta feat nicki minaj,turn me on - michael calfan remix,chorus
IV-V-vi-I,avicii,liar liar - avicii by avicii,chorus
IV-V-vi-I,david guetta feat sam martin,lovers on the sun,chorus
IV-V-vi-I,pink floyd,high hopes,chorus
IV-V-vi-I,zun,the sealed-away youkai - lost place,chorus
IV-V-vi-I,dillon francis and sultan and ned shepard,when we were young - vicetone remix,chorus
IV-V-vi-I,fall out boy,fourth of july,chorus
IV-V-vi-I,astrid s,2 am - matoma remix,chorus
IV-V-vi-I,inicialoj dc,berlino sen vi,chorus
IV-V-vi-I,sia,free the animal,chorus
IV-V-vi-I,xilent,choose me,chorus
IV-V-vi-I,chevelle,closure,chorus
IV-V-vi-I,lord huron,the stranger,chorus
IV-V-vi-I,marina and the diamonds,bubblegum bitch,chorus
IV-V-vi-I,seinabo sey,younger,verse
IV-V-vi-iii,fonic,the hero,chorus
IV-V-vi-iii,anamanaguchi,akira,chorus
IV-V-vi-iii,david guetta feat sam martin,lovers on the sun,chorus
IV-V-vi-iii,eufonius,mag mell cuckool mix 2007 - clannad op,chorus
IV-V-vi-iii,imai asami,corpse party - shangri-la,chorus
IV-V-I-IV,train,bruises,chorus
IV-V-I-IV,schoolhouse rock,shot heard 'round the world,verse
IV-V-I-IV,joe hisaishi,laputa castle in the sky main theme,chorus
IV-V-I-IV,riko hirai - reina kaihara,fairy dang-sing - gekka ni yousei wa mau,chorus
IV-V-I-IV,dom fera,deck'd,verse
IV-V-I-IV,tim clarke,new age,verse
IV-V-I-V,oasis,live forever,verse
IV-V-I-V,electric light orchestra,mr blue sky,verse
IV-V-I-V,rush,the spirit of radio,verse
IV-V-I-V,save ferris,come on eileen,chorus
IV-V-I-V,sega,chao karate,verse
IV-V-I-V,mark ortiz,make it snappy,chorus
IV-V-I-V,david wise,donkey kong bonus,verse
IV-V-I-V,pinocchiop,nice to meet you mr earthling,chorus
IV-V-I-V,morten,beautiful heartbeat - avicii remix,chorus
IV-V-I-V,wjsn,momomo,chorus
IV-V-I-V,brand new,failure by design,chorus
IV-V-I-vi,george harrison,my sweet lord,verse
IV-V-I-vi,oasis,don't look back in anger,chorus
IV-V-I-vi,oasis,don't look back in anger,verse
IV-V-I-vi,myla smith,slow down,chorus
IV-V-I-vi,the beatles,i will,verse
IV-V-I-vi,djvi,back on track - from geometry dash,chorus
IV-V-I-vi,nintendo,homebrew channel,chorus
IV-V-I-vi,the pogues and kirsty maccoll,fairytale of new york,chorus
IV-V-I-vi,yoko takahashi,a cruel angel's thesis,verse
IV-V-I-vi,yotam perel,did you slip,chorus
IV-V-I-vi,justin bieber,what do you mean,chorus
IV-V-I-vi,kaizers orchestra,mr kaizers hans constanze og meg,chorus
IV-V-I-vi,the weepies,gotta have you,chorus
IV-V-I-vi,otto knows,dying for you,chorus
IV-V-IV-V,homestuck soundtrack,doctor,chorus
IV-V-IV-V,taylor swift,starlight,verse
IV-V-IV-V,they might be giants,experimental film,chorus
IV-V-IV-V,sloan,she says what she means,chorus
IV-V-IV-V,ween,ocean man,chorus
IV-V-IV-V,andy akiho,murasaki,verse
IV-V-IV-V,jun ishikawa,mallow castle,verse
IV-V-IV-V,the white stripes,the denial twist,verse
IV-V-IV-V,love and theft,angel eyes,chorus
IV-V-IV-V,fleet foxes,he doesn't know why,verse
IV-V-IV-V,borns,past lives,chorus
IV-V-IV-V,blink-182,she's out of her mind,chorus
IV-V-IV-I,steely dan,gaucho,verse
IV-V-IV-I,school of rock,school of rock,verse
IV-V-IV-I,the who,who are you,verse
IV-V-IV-I,am taxi,charissa,chorus
IV-V-IV-I,bruno mars,gorilla,chorus
IV-V-IV-iii,serge gainsbourg,je t'aime - moi non plus,verse
IV-V-IV-iii,the shins,simple song,chorus
IV-V-iii-vi,the strokes,reptilia,chorus
IV-V-iii-vi,disney jodi benson,part of your world,verse
IV-V-iii-vi,sonic underground,sonic underground theme song,chorus
IV-V-iii-vi,d-crew,curus,verse
IV-V-iii-vi,peter gabriel,here comes the flood,verse
IV-V-iii-vi,rustie,hover traps,chorus
IV-V-iii-vi,disney,colors of the wind,chorus
IV-V-iii-vi,rustie,4eva,verse
IV-V-iii-vi,nintendo,outset island,verse
IV-V-iii-IV,armin van buuren,sound of the drums,chorus
IV-V-iii-IV,steven wilson,perfect life,chorus
IV-V-iii-IV,tom swoon and paris blohm,synchronize,chorus
IV-V-iii-IV,tame impala,the less i know the better,chorus
IV-vi-V-IV,goo goo dolls,iris,chorus
IV-vi-V-IV,las ketchup,asereje,chorus
IV-vi-V-I,braid soundtrack,downstream,chorus
IV-vi-V-I,colbie caillat,realize,verse
IV-vi-V-I,kyary pamyu pamyu,ponponpon,chorus
IV-vi-V-I,maroon 5,love somebody,chorus
IV-vi-V-I,keane,silenced by the night - alesso remix,chorus
IV-vi-V-I,smallpools,dreaming - the chainsmokers remix,chorus
IV-vi-V-I,saves the day,eulogy,chorus
IV-vi-V-I,britt nicole,gold,chorus
IV-vi-V-ii,drake,hold on we're going home,chorus
IV-vi-V-ii,drake,hold on we're going home,verse
IV-vi-V-ii,eir aoi,sirius,verse
IV-vi-V-iii,dubvision,broken,chorus
IV-vi-V-vi,rustie,hover traps,chorus
IV-vi-I-V,avicii,levels,verse
IV-vi-I-V,grl,ugly heart,chorus
IV-vi-I-IV,conor maynard,turn around,chorus
IV-vi-I-IV,jake shanahan and sebastien lintz,passion - hardwell edit,chorus
IV-vi-I-iii,gershon kingsley,popcorn,chorus
IV-vi-I-iii,nobuo uematsu,you're not alone,chorus
IV-vi-I-ii,adrian lux,weekend heroes - bauer and lanford remix,chorus
IV-vi-IV-vi,emerson lake and palmer,the sheriff,verse
IV-vi-IV-vi,frost,saline,chorus
IV-vi-IV-vi,mandopony,survive the night,chorus
IV-vi-IV-vi,lana del rey,dark paradise,verse
IV-vi-IV-I,elliott smith,a fond farewell,verse
vi-IV-I-V,cheryl cole,parachute,chorus
vi-IV-I-V,train,drive by,verse
vi-IV-I-V,dispatch,the general,verse
vi-IV-I-V,jessica folker,tell me what you like,chorus
vi-IV-I-V,afrojack,the spark,chorus
vi-IV-I-V,enrique iglesias,bailamos,chorus
vi-IV-I-V,dzeko-and-torres-vs-sarah-mcleod,hurricane,chorus
vi-IV-I-V,cadence,i surrender hixxy hardcore remix,chorus
vi-IV-I-V,dido,white flag,chorus
vi-IV-I-V,maison and dragen,colosseum,chorus
vi-IV-I-V,avicii,hey brother,chorus
vi-IV-I-V,ok go,needing - getting,verse
vi-IV-I-V,ok go,needing - getting,chorus
vi-IV-I-V,murtagh,alpha,chorus
vi-IV-I-V,cher,half breed,verse
vi-IV-I-V,animusic,acoustic curves,verse
vi-IV-I-V,bloc party,flux,chorus
vi-IV-I-V,crayon pop,fm,chorus
vi-IV-I-V,marcus warner,liberation,chorus
vi-IV-I-V,sy and demo,stay with me,chorus
vi-IV-I-V,birdy,wings,chorus
vi-IV-I-V,rise against,the good left undone,verse
vi-IV-I-V,parkinson white,band of the hawk,chorus
vi-IV-I-V,sum 41,with me,chorus
vi-IV-I-V,jake kaufman,shovel knight - the fateful return,verse
vi-IV-I-V,regina spektor,fidelity,verse
vi-IV-I-V,nightwish,wish i had an angel,chorus
vi-IV-I-V,the kinks,strangers,chorus
vi-IV-I-vi,lindsey stirling,song of the caged bird,chorus
vi-IV-I-vi,asher roth,i love college,chorus
vi-IV-I-vi,steve winwood,higher love,chorus
vi-IV-I-vi,josh groban,you raise me up,chorus
vi-IV-I-vi,the living end,who's gonna save us,chorus
vi-IV-I-vi,guster,barrel of a gun,verse
vi-IV-I-vi,absofacto,whose side are you on anyway,chorus
vi-IV-I-ii,calvin harris,drinking from the bottle,chorus
vi-IV-I-ii,inxs,beautiful girl,chorus
vi-IV-I-ii,wolfgang gartner,illmerica,verse
vi-IV-I-ii,two steps from hell,birth of a hero,chorus
vi-IV-I-ii,kors-k--dj-command,smooooch---akiba-kobo-remix-,chorus
vi-IV-I-ii,jimi hendrix,bold as love,verse
vi-IV-I-ii,eagles,hotel california,chorus
vi-IV-I-56,katy perry,unconditionally,chorus
vi-IV-I-56,tom swoon and lush and simon,ahead of us,chorus
vi-IV-I-56,global deejays,kids,chorus
vi-IV-I-56,owl city,when can i see you again,verse
vi-IV-I-56,evanescence,my heart is broken,chorus
vi-IV-V-vi,the beatles,the fool on the hill,chorus
vi-IV-V-vi,rhythm heaven fever,tonight,verse
vi-IV-V-vi,avicii,dear boy,verse
vi-IV-V-vi,avicii,dear boy,chorus
vi-IV-V-vi,rockwell,somebody's watching me,chorus
vi-IV-V-vi,enya,only time,chorus
vi-IV-V-vi,bruce dickinson,man of sorrows,verse
vi-IV-V-vi,crazy and corza,wildfire,chorus
vi-IV-V-vi,linked horizon,guren no yumiya,chorus
vi-IV-V-vi,billy more,running in the 90's,verse
vi-IV-V-vi,takashi tateishi,mega man 2 - dr wily stage 1,chorus
vi-IV-V-vi,zun,the capital city of flowers in the sky,verse
vi-IV-V-vi,bon jovi,living on a prayer,verse
vi-IV-V-vi,the shins,phantom limb,chorus
vi-IV-V-vi,sebastian ingrosso and alesso,calling - lose my mind,verse
vi-IV-V-vi,ellie goulding,love me like you do,verse
vi-IV-V-vi,kinuyo yamashita,mega man the wily wars - wily tower 4,chorus
vi-IV-V-vi,wanting,jar of love,chorus
vi-IV-V-vi,antonim,melancholy soldier,verse
vi-IV-V-vi,3 doors down,kryptonite,chorus
vi-IV-V-vi,tim clarke,new age,verse
vi-IV-V-I,green day,basketcase,chorus
vi-IV-V-I,danny de munk,ik voel me zo verdomd alleen,chorus
vi-IV-V-I,bob feat ti and chris brown,arena,chorus
vi-IV-V-I,plastic tree,kuuchuu buranko,chorus
vi-IV-V-I,schoolhouse rock,telegraph line,chorus
vi-IV-V-I,bright eyes,first day of my life,verse
vi-IV-V-I,linked horizon,guren no yumiya,chorus
vi-IV-V-I,the beatles,and i love her,verse
vi-IV-V-I,rodgers and hammerstein,do-re-mi,verse
vi-IV-V-I,dido,thank you,verse
